Grupo ID;Insumo Original
Grupo 195;"P.A. EQUIPO DE RAYOS X ESTACIONARIO DIGITAL"
Grupo 195;"EQUIPO DE RAYOS X ESTACIONARIO DIGITAL"
Grupo 196;"P.A. TORRE DE VIDEO CIRUGIA LAPAROSCOPICA"
Grupo 196;"TORRE DE VIDEO CIRUGIA LAPAROSCOPICA"
Grupo 197;"SUMINISTRO E INSTALACION TANQUE DIARIO DE PETROLEO 200 GLNS"
Grupo 197;"SUMINISTRO E INSTALACION TANQUE DIARIO DE PETROLEO 250 GLNS"
Grupo 198;"Luminaria hermética tipo Led 18 W para suspender IP 65, IK08"
Grupo 198;"Luminaria hermética tipo Led 36 W para suspender IP 65, IK08"
Grupo 199;"PUERTA CORTAFUEGO DE METAL 60 cm X 2.20 m"
Grupo 199;"PUERTA CORTAFUEGO DE METAL 65 cm X 2.20 m"
Grupo 199;"PUERTA CORTAFUEGO DE METAL 60 cm X 2.00 m"
Grupo 199;"PUERTA CORTAFUEGO DE METAL 80 cm X 2.20 m"
Grupo 199;"PUERTA CORTAFUEGO DE METAL 90 cm X 2.20 m"
Grupo 200;"BANDEJA PARA FIBRA OPTICA DE 02 PUERTOS"
Grupo 200;"BANDEJA PARA FIBRA OPTICA DE 03 PUERTOS"
Grupo 200;"BANDEJA PARA FIBRA OPTICA DE 04 PUERTOS"
Grupo 201;"TABLERO DE CONTROL ELECTRICO DE 23 POLOS"
Grupo 201;"TABLERO ELECTRICO DE CONTROL DE 20 POLOS"
Grupo 201;"TABLERO ELECTRICO DE CONTROL DE 16 POLOS"
Grupo 202;"BANDEJA PARA FIBRA OPTICA DE 30 PUERTOS"
Grupo 202;"BANDEJA PARA FIBRA OPTICA DE 36 PUERTOS"
Grupo 203;"LÁMPARA QUIRÚRGICA DE TECHO SIMPLE"
Grupo 203;"P.A. LÁMPARA QUIRÚRGICA DE TECHO SIMPLE"
Grupo 204;"CAMARA DE VIDEO DIGITAL IP TIPO DOMO"
Grupo 204;"CAMARA DE VIDEO DIGITAL IP TIPO DOMO - CAMARA TIPO PTZ"
Grupo 205;"TERMINALES PARA CONDUCTORES DE 10 MM2"
Grupo 205;"TERMINALES PARA CONDUCTORES DE 16 MM2"
Grupo 205;"TERMINALES PARA CONDUCTORES DE 120 MM2"
Grupo 206;"TUBERIA CONDUIT EMT FLEXIBLE Ø 20 MM"
Grupo 206;"TUBERIA CONDUIT EMT FLEXIBLE Ø 25 MM"
Grupo 207;"ADHESIVO EPOXICO PARA ANCLAJES X 1 KG"
Grupo 207;"ADHESIVO EPOXICO PARA ANCLAJES X 5 Kg"
Grupo 208;"P.A. COAGUL6METRO AUTOMATIZADO"
Grupo 208;"COAGUL6METRO AUTOMATIZADO"
Grupo 209;"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 20.64 LB/H"
Grupo 209;"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 45.20 LB/H"
Grupo 210;"Adquisición de tacho negro de 120 lt con tapa y ruedas de HDPE"
Grupo 210;"Adquisición de tacho negro de 220 lt con tapa y ruedas de HDPE"
Grupo 210;"Adquisición de tacho negro de 400 lt con tapa y ruedas de HDPE"
Grupo 210;"Adquisición de tacho negro de 660 lt con tapa y ruedas de HDPE"
Grupo 211;"INYECTOR HELICOCENTRIFUGO 114 CFM, 102W, 220/1/60"
Grupo 211;"INYECTOR HELICOCENTRIFUGO 222 CFM, 102W, 220/1/60"
Grupo 211;"INYECTOR HELICOCENTRIFUGO 235 CFM, 102W, 220/1/60"
Grupo 211;"INYECTOR HELICOCENTRIFUGO 249 CFM, 102W, 220/1/60"
Grupo 211;"INYECTOR HELICOCENTRIFUGO 150 CFM, 102W, 220/1/60"
Grupo 211;"INYECTOR HELICOCENTRIFUGO 180 CFM, 102W, 220/1/60"
Grupo 212;"TUBERIA PVC - PESADA PARA DESAGUE DE 3"X3M"
Grupo 212;"TUBERIA PVC - PESADA PARA DESAGUE DE 6"X3M"
Grupo 212;"TUBERIA PVC - PESADA PARA DESAGUE DE 4"X3M"
Grupo 212;"TUBERIA PVC - PESADA PARA DESAGUE DE 2"X3M"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 4 MM2"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 6 MM2"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 50 MM2"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 95 MM2"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 70 MM2"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 25 MM2"
Grupo 213;"TERMINALES PARA CONDUCTORES DE 35 MM2"
Grupo 214;"NIPLE DE COBRE DE 1 1/2""
Grupo 214;"NIPLE DE COBRE DE 1""
Grupo 215;"ANGULAR DE 1 1/2 x 1 1/2 x 1/4"
Grupo 215;"ANGULAR DE 1 1/4  x 1 1/4 x 1/4"
Grupo 216;"PLACA DE ALUMINIO ANONIZADO 2 HUECOS"
Grupo 216;"PLACA DE ALUMINIO ANONIZADO 3 HUECOS"
Grupo 216;"PLACA DE ALUMINIO ANONIZADO 1 HUECO"
Grupo 217;"INYECTOR CENTRIFUGO DE AIRE 1381 CFM"
Grupo 217;"INYECTOR CENTRIFUGO DE AIRE 1387 CFM"
Grupo 218;"MÓDULOS DE PSICOMOTRICIDAD PARA NIÑOS 1 A 3 AÑOS"
Grupo 218;"MÓDULOS DE PSICOMOTRICIDAD PARA NIÑOS 3 AÑOS A MAS"
Grupo 219;"Adquisición de tacho rojo de 120 lt  con tapa y ruedas  HDPE"
Grupo 219;"Adquisición de tacho rojo de 220 lt  con tapa y ruedas  HDPE"
Grupo 219;"Adquisición de tacho rojo de 660 lt  con tapa y ruedas  HDPE"
Grupo 220;"INYECTOR CENTRIFUGO DE AIRE 458 CFM"
Grupo 220;"INYECTOR CENTRIFUGO DE AIRE 459 CFM"
Grupo 220;"INYECTOR CENTRIFUGO DE AIRE 453 CFM"
Grupo 221;"INYECTOR CENTRIFUGO DE AIRE 460 CFM"
Grupo 221;"INYECTOR CENTRIFUGO DE AIRE 465 CFM"
Grupo 221;"INYECTOR CENTRIFUGO DE AIRE 1165 CFM"
Grupo 222;"INYECTOR CENTRIFUGO DE AIRE 624 CFM"
Grupo 222;"INYECTOR CENTRIFUGO DE AIRE 625 CFM"
Grupo 222;"INYECTOR CENTRIFUGO DE AIRE 632 CFM"
Grupo 222;"INYECTOR CENTRIFUGO DE AIRE 832 CFM"
Grupo 223;"P.A. FACOEMULSIFICADOR CON VITREOFAGO"
Grupo 223;"FACOEMULSIFICADOR CON VITREOFAGO"
Grupo 224;"P.A. EQUIPO DE OXIGENOTERAPIA RODABLE"
Grupo 224;"EQUIPO DE OXIGENOTERAPIA RODABLE"
Grupo 225;"INYECTOR CENTRIFUGO DE AIRE 491 CFM"
Grupo 225;"INYECTOR CENTRIFUGO DE AIRE 496 CFM"
Grupo 226;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x600 A"
Grupo 226;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x63 A"
Grupo 227;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x300 A"
Grupo 227;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x32 A"
Grupo 228;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x180 A"
Grupo 228;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x80 A"
Grupo 229;"CABLE ÓPTICO PRECONECTORIZADO MM OM4 DE 5M, 24 HILOS"
Grupo 229;"CABLE ÓPTICO PRECONECTORIZADO MM OM4 DE 7M, 24 HILOS"
Grupo 229;"CABLE ÓPTICO PRECONECTORIZADO MM OM4 DE 9M, 24 HILOS"
Grupo 230;"UNIDAD DE AIRE ACONDICIONADO TIPO SPLIT DECORATIVO DE 12000 BTU/H"
Grupo 230;"UNIDAD DE AIRE ACONDICIONADO TIPO SPLIT DECORATIVO DE 9000 BTU/H"
Grupo 230;"UNIDAD DE AIRE ACONDICIONADO TIPO SPLIT DECORATIVO DE 24000 BTU/H"
Grupo 231;"TUBERIA ELECTRICA PVC SAP Ø 20 MM"
Grupo 231;"TUBERIA ELECTRICA PVC SAP Ø 25 MM"
Grupo 231;"TUBERIA ELECTRICA PVC SAP Ø 50 MM"
Grupo 231;"TUBERIA ELECTRICA PVC SAP Ø 40 MM"
Grupo 232;"TERMINAL DE COBRE DE COMPRESION 10 mm2"
Grupo 232;"TERMINAL DE COBRE DE COMPRESION 16 MM2"
Grupo 233;"Puerta de fierro PF-03 (1.20X3.00M) incluye accesorios y pintura"
Grupo 233;"Puerta de fierro PF-07  (1.20x3.00)incluye accesorios y pintura"
Grupo 233;"Puerta de fierro PF-04 (1.50X3.00M) incluye accesorios y pintura"
Grupo 233;"Puerta de fierro PF-05 (1.80X3.00M) incluye accesorios y pintura"
Grupo 233;"Puerta de fierro PF-06 (2.40X3.00M) incluye accesorios y pintura"
Grupo 233;"Puerta de fierro PF-10 (1.00x2.05)  incluye accesorios y pintura"
Grupo 233;"Puerta de fierro PF-01 (1.50X2.60M) incluye accesorios y pintura"
Grupo 234;"INCUBADORA DE MICROBIOLOGIA CO2"
Grupo 234;"P.A. INCUBADORA DE MICROBIOLOGIA CO2"
Grupo 235;"SUMINISTRO E INSTALACIÓN DE CAMARA DE CONGELACIÓN PARA PESCADOS ( VOLUMEN 7 M3, TEMPERATURA MAX. -20°C, POTENCIA DE REFRIGERACIÓN MÍNIMA 6280 BTU/H)."
Grupo 235;"SUMINISTRO E INSTALACIÓN DE CAMARA DE CONGELACIÓN PARA PRODUCTOS CONGELADOS  ( VOLUMEN 7 M3,TEMPERATURA  MAX. -20°C,  POTENCIA DE REFRIGERACIÓN MÍNIMA 6280 BTU/H)."
Grupo 235;"SUMINISTRO E INSTALACIÓN DE CAMARA DE CONGELACIÓN PARA PRODUCTOS CARNICOS ( VOLUMEN 7.44 M3, TEMPERATURA  MAX. -20°C, POTENCIA DE REFRIGERACIÓN MÍNIMA 9800 BTU/H)."
Grupo 236;"REDUCCION PVC CP DESAGUE - PESADA 4"-2""
Grupo 236;"REDUCCION PVC CP DESAGUE - PESADA 4"-3""
Grupo 236;"REDUCCION PVC CP DESAGUE - PESADA 3"-2""
Grupo 237;"(V-1')1.05 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"(V-13)0.80 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"(V-11)1.09 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"(V-9)2.00 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"marco (V-17)1.10 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"marco (V-7)2.80 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"marco (V-18)0.70 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 237;"(V-1)1.50 X 1.80 m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 238;"INTERRUPTOR TERMOMAGNETICO 2x20 A"
Grupo 238;"INTERRUPTOR TERMOMAGNETICO 2x25 A"
Grupo 239;"CODO PVC CP DESAGUE PESADA DE 2" x 45º"
Grupo 239;"CODO PVC CP DESAGUE PESADA DE 3" x 45º"
Grupo 240;"CODO PVC CP DESAGUE PESADA DE 2" x 90º"
Grupo 240;"CODO PVC CP DESAGUE PESADA DE 3" x 90º"
Grupo 241;"PERNO DE 1/2" X 7 in CON TUERCA"
Grupo 241;"PERNO DE 5/8 " X 7 1/2 in CON TUERCA"
Grupo 242;"P.A. COCHE DE PARO EQUIPADO"
Grupo 242;"COCHE DE PARO EQUIPADO"
Grupo 243;"ESCALERA DE FIBRA DE VIDRIO TIPO TIJERA 12 PASOS"
Grupo 243;"ESCALERA DE FIBRA DE VIDRIO TIPO TIJERA 8 PASOS"
Grupo 243;"ESCALERA DE FIBRA DE VIDRIO 12 PASOS"
Grupo 244;"VENTANA (V-2)1.20 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 244;"ventana (V-8)1.62 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 245;"UNION ELECTRICA PVC SAP Ø 20 MM"
Grupo 245;"UNION ELECTRICA PVC SAP Ø 25 MM"
Grupo 245;"UNION ELECTRICA PVC SAP Ø 80 MM"
Grupo 245;"UNION ELECTRICA PVC SAP Ø 50 MM"
Grupo 245;"UNION ELECTRICA PVC SAP Ø 100 MM"
Grupo 246;"PIÑON PARA VOLVO COD. REF. 8550977"
Grupo 246;"PIÑON PARA VOLVO COD. REF. 8550978"
Grupo 247;"CURVA ELECTRICA PVC SAP Ø 20 MM"
Grupo 247;"CURVA ELECTRICA PVC SAP Ø 25 MM"
Grupo 247;"CURVA ELECTRICA PVC SAP Ø 50 MM"
Grupo 247;"CURVA ELECTRICA PVC SAP Ø 80 MM"
Grupo 247;"CURVA ELECTRICA PVC SAP Ø 100 MM"
Grupo 248;"ESTERILIZADOR CON GENERADOR ELECTRICO DE VAPOR DE 30 LT."
Grupo 248;"ESTERILIZADOR CON GENERADOR ELECTRICO DE VAPOR DE 40 LT"
Grupo 248;"ESTERILIZADOR CON GENERADOR ELECTRICO DE VAPOR DE 2O LT"
Grupo 249;"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 20MM X 3M."
Grupo 249;"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 40MM X 3M."
Grupo 249;"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 50MM X 3M."
Grupo 249;"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 80MM X 3M."
Grupo 249;"TUB. PVC SAP P/INST. ELECT. NTP-399.006 DE 100MM X 3M."
Grupo 250;"BIDESTILADOR DE AGUA 4 LITROS/H"
Grupo 250;"BIDESTILADOR DE AGUA 8 LITROS/H"
Grupo 251;"PIÑON PARA VOLVO COD. REF. 1696924"
Grupo 251;"PIÑON PARA VOLVO COD. REF. 1696925"
Grupo 252;"ventana de aluminio de 1.05 m x 1.80 m con RPT"
Grupo 252;"ventana de aluminio de 1.14 m x 1.80 m con RPT"
Grupo 252;"ventana de aluminio de 1.30 m x 1.80 m con RPT"
Grupo 252;"ventana de aluminio de 1.50 m x 1.80 m con RPT"
Grupo 252;"ventana de aluminio de 1.20 m x 1.80 m con RPT"
Grupo 253;"FUENTE DE PODER RACKEABLE, 13.8 VDC, ≥15 A"
Grupo 253;"FUENTE DE PODER RACKEABLE, 13.8 VDC, ≥30 A"
Grupo 254;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1046 CFM"
Grupo 254;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 1654 CFM"
Grupo 255;"Adquisición de tacho amarillo de 50 lt  con tapa HDPE"
Grupo 255;"Adquisición de tacho amarillo de 60 lt  con tapa HDPE"
Grupo 255;"Adquisición de tacho amarillo de 40 lt  con tapa HDPE"
Grupo 255;"Adquisición de tacho amarillo de 20 lt  con tapa HDPE"
Grupo 256;"INYECTOR HELICOCENTRIFUGO 307 CFM, 130W, 220/1/60"
Grupo 256;"INYECTOR HELICOCENTRIFUGO 335 CFM, 130W, 220/1/60"
Grupo 256;"INYECTOR HELICOCENTRIFUGO 342 CFM, 130W, 220/1/60"
Grupo 257;"P.A. CAMARA RETINAL NO MIDRIATICA"
Grupo 257;"CAMARA RETINAL NO MIDRIATICA"
Grupo 258;"FILTRO DE AIRE COD. REF. AT332908"
Grupo 258;"FILTRO DE AIRE COD. REF. AT332909"
Grupo 259;"CRISTAL TEMPLADO INCOLORO 6 mm"
Grupo 259;"CRISTAL TEMPLADO INCOLORO 8 mm"
Grupo 259;"CRISTAL TEMPLADO INCOLORO 10 mm"
Grupo 260;"INYECTOR HELICOCENTRIFUGO 262 CFM, 130W, 220/1/60"
Grupo 260;"INYECTOR HELICOCENTRIFUGO 276 CFM, 130W, 220/1/60"
Grupo 260;"INYECTOR HELICOCENTRIFUGO 254 CFM, 130W, 220/1/60"
Grupo 261;"CURVA PVC SAP P/INST. ELECT. NTP 399.006 DE 20mm"
Grupo 261;"CURVA PVC SAP P/INST. ELECT. NTP 399.006 DE 40mm"
Grupo 262;"SET INSTRUMENTAL DE PEQUEÑAS INTERVENCIONES QUIRURGICAS"
Grupo 262;"SET INSTRUMENTAL PARA PEQUEÑAS INTERVENCIONES QUIRURGICAS"
Grupo 263;"Puerta cortafuegos (PCF-01) 1.20x2.20m.  incluye accesorios y pintura"
Grupo 263;"Puerta cortafuegos (PCF-05)1.50x2.20m.  incluye accesorios y pintura"
Grupo 264;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-5) 2.20x3.00m."
Grupo 264;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-7) 2.02x3.00m."
Grupo 265;"Adquisición de tacho negro de 20 lt con tapa HDPE"
Grupo 265;"Adquisición de tacho negro de 40 lt con tapa HDPE"
Grupo 265;"Adquisición de tacho negro de 60 lt  con tapa HDPE"
Grupo 266;"CAJA F°G° PESADA DE 100X100X100 MM"
Grupo 266;"CAJA F°G° PESADA DE 100X100X50 MM"
Grupo 266;"CAJA F°G° PESADA DE 100X100X75 MM"
Grupo 267;"marco (V-19)5.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 267;"(V-15)0.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 267;"(V-12)1.00 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 267;"marco (V-15a)0.40 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 267;"marco (V-16)3.70 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 268;"P.A. BOMBA DE INFUSION DE 2 CANALES"
Grupo 268;"BOMBA DE INFUSION DE 2 CANALES"
Grupo 269;"P.A. EQUIPO DE LASER TERAPEUTICO"
Grupo 269;"EQUIPO DE LASER TERAPEUTICO"
Grupo 270;"PLACA FRONTAL DE 2 PUERTOS DE RED"
Grupo 270;"PLACA FRONTAL DE 3 PUERTOS DE RED"
Grupo 271;"SENSOR DE HUMO Y TEMPERATURA DIRECCIONABLE PARA INCENDIO"
Grupo 271;"SENSOR DE TEMPERATURA DIRECCIONABLE PARA INCENDIO"
Grupo 272;"Adquisición de tacho rojo de 40 lt  con tapa  HDPE"
Grupo 272;"Adquisición de tacho rojo de 60 lt  con tapa  HDPE"
Grupo 272;"Adquisición de tacho rojo de 20 lt  con tapa  HDPE"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 2"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 6"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 4"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 3"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 6"x5M"
Grupo 274;"REGISTRO COLGADO DE BRONCE 3""
Grupo 274;"REGISTRO COLGADO DE BRONCE 4""
Grupo 274;"REGISTRO COLGADO DE BRONCE 2""
Grupo 275;"TUBO PVC-U DESAGÜE 3" x 3 M e=2 MM SIMPLE PRESIÓN COLOR: GRIS"
Grupo 275;"TUBO PVC-U DESAGÜE 4" x 3M e=2.6 MM SIMPLE PRESIÓN COLOR: GRIS"
Grupo 276;"BRIDA ROMPE AGUA DE ACERO ø 4""
Grupo 276;"BRIDA ROMPE AGUA DE ACERO ø 6""
Grupo 277;"TUBERIA CONDUIT EMT DE 20 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 25 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 50 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 65 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 40 mm"
Grupo 278;"ELECTRODO PARA SOLDADURA 6011"
Grupo 278;"ELECTRODO PARA SOLDADURA 6013"
Grupo 278;"ELECTRODO PARA SOLDADURA"
Grupo 278;"ELECTRODO PARA SOLDADURA 7018"
Grupo 279;"PRENSAESTOPA PARA TUBO EMT FLEXIBLE DE 20MM"
Grupo 279;"PRENSAESTOPA PARA TUBO EMT FLEXIBLE DE 25MM"
Grupo 280;"TELEVISOR LED SMART TV DE 42" APROX. INC. RACK"
Grupo 280;"TELEVISOR LED SMART TV DE 5O" APROX. INC. RACK"
Grupo 280;"TELEVISOR LED SMART TV DE 32" APROX. INC. RACK"
Grupo 281;"PLANCHA DE ACERO NEGRO LAC DE 1.22M X 2.40M x 3MM"
Grupo 281;"PLANCHA DE ACERO NEGRO LAC DE 1.22M X 2.40M x 6MM"
Grupo 282;"Adquisición de tacho amarillo de 120 lt  con tapa y ruedas HDPE"
Grupo 282;"Adquisición de tacho amarillo de 400 lt  con tapa y ruedas HDPE"
Grupo 283;"CABLE 7A PRECONECTORIZADO DE 7M, 6 CABLES"
Grupo 283;"CABLE 7A PRECONECTORIZADO DE 9M, 6 CABLES"
Grupo 283;"CABLE 7A PRECONECTORIZADO DE 5M, 6 CABLES"
Grupo 284;"TEE SANITARIA PVC SAL - PESADA 2""
Grupo 284;"TEE SANITARIA PVC SAL - PESADA 3""
Grupo 284;"TEE SANITARIA PVC SAL - PESADA 4""
Grupo 284;"TEE SANITARIA PVC CP - PESADA 4""
Grupo 285;"P.A. ECÓGRAFO DOPPLER COLOR 4D"
Grupo 285;"ECÓGRAFO DOPPLER COLOR 4D"
Grupo 285;"P.A. ECÓGRAFO DOPPLER COLOR 3D"
Grupo 286;"P.A. BOMBA DE INFUSION DE JERINGA"
Grupo 286;"BOMBA DE INFUSION DE JERINGA"
Grupo 287;"P.A. BOMBA DE INFUSION DE 1 CANAL"
Grupo 287;"BOMBA DE INFUSION DE 1 CANAL"
Grupo 288;"TOMACORRIENTE INDUSTRIAL MONOFASICO CON TOMA TIERRA CON TAPA DE SEGURIDAD"
Grupo 288;"TOMACORRIENTE INDUSTRIAL TRIFASICO CON TOMA TIERRA CON TAPA DE SEGURIDAD"
Grupo 289;"MESA DE ACERO INOXIDABLE 1.14x70cm"
Grupo 289;"MESA DE ACERO INOXIDABLE 1.24x70cm"
Grupo 290;"REDUCCION SCH - 40 6" - 3""
Grupo 290;"REDUCCION SCH - 40 6" - 4""
Grupo 291;"PINTURA ESMALTE SINTETICO"
Grupo 291;"PINTURA ESMALTE SINTETICO MATE"
Grupo 292;"P.A. VENTILADOR DE TRANSPORTE"
Grupo 292;"VENTILADOR DE TRANSPORTE"
Grupo 293;"CONECTOR CONDUIT EMT DE 20 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 25 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 40 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 50 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 65 mm"
Grupo 294;"INCUBADORA DE TRANSPORTE"
Grupo 294;"P.A. INCUBADORA DE TRANSPORTE"
Grupo 295;"DUCTO DE PLANCHA DE ACERO GALV 1/32 SEGUN PLANO"
Grupo 295;"DUCTO DE PLANCHA DE ACERO GALV 1/40 SEGUN PLANO"
Grupo 296;"Cable N2XOH  de 1 x 35 mm2 Alimentadores"
Grupo 296;"Cable N2XOH  de 1 x 95 mm2 Alimentadores"
Grupo 297;"AGITADOR DE TUBOS"
Grupo 297;"P.A. AGITADOR DE TUBOS"
Grupo 298;"NIPLE DE F° GALV. DE 3" X 40 CM"
Grupo 298;"NIPLE DE F° GALV. DE 6" X 40 CM"
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 4""
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 6""
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 3""
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 2 1/2""
Grupo 300;"Prensaestopa METALICO CONDUIT EMT 40mm"
Grupo 300;"Prensaestopa METALICO CONDUIT EMT 50mm"
Grupo 300;"Prensaestopa METALICO CONDUIT EMT 20mm"
Grupo 301;"Prensaestopa METALICO CONDUIT EMT 35mm"
Grupo 301;"Prensaestopa METALICO CONDUIT EMT 65mm"
Grupo 301;"Prensaestopa METALICO CONDUIT EMT 25mm"
Grupo 302;"CODO PVC SAL - PESADA 2"x90º"
Grupo 302;"CODO PVC SAL - PESADA 4"x90º"
Grupo 302;"CODO PVC SAL - PESADA 6"x90º"
Grupo 303;"CODO PVC SAL - PESADA 4"x45º"
Grupo 303;"CODO PVC SAL - PESADA 6"x45º"
Grupo 304;"CODO SCH - 40 3" x 90º"
Grupo 304;"CODO SCH - 40 4" x 90º"
Grupo 304;"CODO SCH - 40 6" x 90º"
Grupo 305;"P.A. CAMPIMETRO COMPUTARIZADO"
Grupo 305;"CAMPIMETRO COMPUTARIZADO"
Grupo 306;"CABLE DAC 100G DE 2M"
Grupo 306;"CABLE DAC 10G DE 2M"
Grupo 307;"UNION SIMPLE DE COBRE DE 3/4""
Grupo 307;"UNION SIMPLE DE COBRE DE 3/8""
Grupo 308;"CABLE DE FIBRA OPTICA MULTIMODO OM4 DE 8 HILOS EXTERIOR"
Grupo 308;"CABLE DE FIBRA OPTICA MULTIMODO OM4 DE 8 HILOS INTERIOR"
Grupo 309;"ventana (V-6)0.80 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 309;"ventana (V-6a)0.60 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 310;"P.A. TONÓMETRO DE AIRE"
Grupo 310;"TONÓMETRO DE AIRE"
Grupo 311;"Puerta de fierro PF-08 (4.43x3.00) incluye accesorios y pintura"
Grupo 311;"Puerta de fierro PF-09 (4.00x3.00)  incluye accesorios y pintura"
Grupo 312;"VENTANA (V-3)1.10 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 312;"VENTANA (V-4)1.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 313;"Ventanas de fierro con malla metalica cocada 1"x1" (VF-02) 2.40x1.00m.  incluye accesorios y pintura"
Grupo 313;"Ventanas de fierro con malla metalica cocada 1"x1" (VF-03)1.83x1.00m. incluye accesorios y pintura"
Grupo 313;"Ventanas de fierro con malla metalica cocada 1"x1" (VF-01) 4.45x1.60m.  incluye accesorios y pintura"
Grupo 314;"P.A. ECÓGRAFO OFTALMOLÓGICO"
Grupo 314;"ECÓGRAFO OFTALMOLÓGICO"
Grupo 315;"SOPORTE SISMICO DE 2 VIAS"
Grupo 315;"SOPORTE SISMICO DE 4 VIAS"
Grupo 316;"NEGATOSCOPIO DE 2 CAMPOS"
Grupo 316;"NEGATOSCOPIO DE 4 CAMPOS"
Grupo 317;"P.A. UNIDAD DENTAL COMPLETA"
Grupo 317;"UNIDAD DENTAL COMPLETA"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM"
Grupo 319;"VALVULA DE GLOBO DE BRONCE Ø 1" - ROSCADA"
Grupo 319;"VALVULA DE GLOBO DE BRONCE Ø 3/4" - ROSCADA"
Grupo 320;"CONDUCTOR DE COBRE DESNUDO CABLEADO DE 35 MM2"
Grupo 320;"CONDUCTOR DE COBRE DESNUDO CABLEADO DE 50 MM2"
